ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,description,genres
0312286252,Contest,Matthew Reilly,2003,Thomas Dunne Books,http://images.amazon.com/images/P/0312286252.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312286252.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312286252.01.LZZZZZZZ.jpg,"The New York Public Library. A silent sanctuary of knowledge; a 100-year-old labyrinth of towering bookcases, narrow aisles and long marble hallways. For Doctor Stephen Swain and his daughter, Holly, it is the site of a nightmare. Because for one night this historic building is to be the venue for a contest. A contest in which Swain is to compete - whether he likes it or not.The rules are simple: Seven contestants will enter, only one will leave.With his daughter in his arms, Stephen Swain is plunged into a terrifying fight for survival. The stakes are high, the odds brutal. He can choose to run, to hide or to fight - but if he wants to live, he has to win. For in this contest, unless you leave as the victor, you do not leave at all.Readers all over the world have been cheering about Matthew Reilly’s lightning fast adventure thrillers. Contest, the action-packed extravaganza that launched this international bestselling career, is vintage Reilly at his explosive best.","{thriller, fiction, sciencefiction, fantasy, suspense, mystery, horror}"
006100717X,A Twist in the Tale,Jeffrey Archer,1994,HarperTorch,http://images.amazon.com/images/P/006100717X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006100717X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006100717X.01.LZZZZZZZ.jpg,"No one can weave a web of suspense, deliver a jolt of surprise, or teach a lesson in living like bestselling author Jeffrey Archer. From Africa to the Middle East, and from London to Beijing, Archer takes us to places we've never seen and introduces us to people we'll never forget.Meet the philandering husband who thinks he's committed the perfect murder; the self-assured chess champion who plays a beautiful woman for stakes far higher than cash; and the finance minister who needs to crack the secrets of a Swiss bank. Jeffrey Archer's collection of twelve spellbinding stories will sweep you on a journey of thwarted ambition, undying passion, and unswerving honor that you'll never forget.","{fiction, thriller, mystery, suspense, crime}"
0590376195,Out of the Dust,Karen Hesse,0,Scholastic Inc,http://images.amazon.com/images/P/0590376195.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590376195.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590376195.01.LZZZZZZZ.jpg,"When Billie Jo is just fourteen she must endure heart-wrenching ordeals that no child should have to face. The quiet strength she displays while dealing with unspeakable loss is as surprising as it is inspiring.Written in free verse, this award-winning story is set in the heart of the Great Depression. It chronicles Oklahoma's staggering dust storms, and the environmental--and emotional--turmoil they leave in their path. An unforgettable tribute to hope and inner strength.","{historicalfiction, poetry, youngadult, fiction, classics}"
0195053052,A Sand County Almanac and Sketches Here and There,Aldo Leopold,1987,Oxford University Press,http://images.amazon.com/images/P/0195053052.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0195053052.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0195053052.01.LZZZZZZZ.jpg,"First published in 1949, A Sand County Almanac combines some of the finest nature writing since Thoreau with an outspoken and highly ethical regard for America's relationship to the land.Written with an unparalleled understanding of the ways of nature, the book includes a section on the monthly changes of the Wisconsin countryside; another part that gathers informal pieces written by Leopold over a forty-year period as he traveled through the woodlands of Wisconsin, Iowa, Arizona, Sonora, Oregon, Manitoba, and elsewhere; and a final section in which Leopold addresses the philosophical issues involved in wildlife conservation. As the forerunner of such important books as Annie Dillard's Pilgrim at Tinker Creek, Edward Abbey's Desert Solitaire, and Robert Finch's The Primal Place, this classic work remains as relevant today as it was sixty-five years ago.","{nonfiction, science, philosophy, classics, history}"
0451409116,Smoke Screen,Vincent Patrick,2000,Onyx Books,http://images.amazon.com/images/P/0451409116.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451409116.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451409116.01.LZZZZZZZ.jpg,"New York Times bestselling author Sandra Brown returns with a tale of corruption and betrayal, revenge and reversal - where friends become foes, and heroes become criminals in the ultimate abuse of power.When newswoman Britt Shelley wakes up to find herself in bed with Jay Burgess, a rising star detective in the Charleston PD, she remembers nothing of how she got there...or of how Jay wound up dead.Handsome and hard-partying, Jay was a hero of the disastrous fire that five years earlier had destroyed Charleston's police headquarters. The blaze left seven people dead, but the death toll would have been much higher if not for the bravery of Jay and three other city officials who risked their lives to lead others to safety.Firefighter Raley Gannon, Jay's lifelong friend, was off-duty that day. Though he might not have been a front-line hero, he was assigned to lead the investigation into the cause of the fire. It was an investigation he never got to complete. Because on one calamitous night, Raley's world was shattered.Scandalized, wronged by the people he trusted most, Raley was forced to surrender the woman he loved and the work to which he'd dedicated his life. For five years his resentment against the men who exploited their hero status to further their careers -- and ruin his -- had festered, but he was helpless to set things right.That changes when he learns of Jay Burgess's shocking death and Britt Shelley's claim that she has no memory of her night with him. As the investigation into Jay's death intensifies, and suspicion against Britt Shelley mounts, Raley realizes that the newswoman, Jay's last sexual conquest, might be his only chance to get personal vindication -- and justice for the seven victims of the police station fire.But there are powerful men who don't want to address unanswered questions about the fire and who will go to any lengths to protect their reputations. As Raley and Britt discover more about what happened that fateful day, the more perilous their situation becomes, until they're not only chasing after the truth but running for their lives.Friends are exposed as foes, heroes take on the taint of criminals, and no one can be trusted completely. A tale about audacious corruption -- and those with the courage to expose it -- Smoke Screen is Sandra Brown's most searing and intense novel yet.","{mystery, romance, suspense, fiction, thriller, contemporary, crime}"
1840221275,The Red and the Black,Stendhal,2001,Wordsworth Editions Ltd,http://images.amazon.com/images/P/1840221275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1840221275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1840221275.01.LZZZZZZZ.jpg,"Handsome, ambitious Julien Sorel is determined to rise above his humble provincial origins. Soon realizing that success can only be achieved by adopting the subtle code of hypocrisy by which society operates, he begins to achieve advancement through deceit and self-interest. His triumphant career takes him into the heart of glamorous Parisian society, along the way conquering the gentle, married Madame de Rênal, and the haughty Mathilde. But then Julien commits an unexpected, devastating crime - and brings about his own downfall. The Red and the Black is a lively, satirical portrayal of French society after Waterloo, riddled with corruption, greed, and ennui, and Julien - the cold exploiter whose Machiavellian campaign is undercut by his own emotions - is one of the most intriguing characters in European literature.","{classics, fiction, historicalfiction, romance}"
088411936X,How Green Was My Valley,Richard Llewellyn,1985,Amereon Limited,http://images.amazon.com/images/P/088411936X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/088411936X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/088411936X.01.LZZZZZZZ.jpg,"A poignant coming-of-age novel set in a Welsh mining town, Richard Llewellyn's How Green Was My Valley is a paean to a more innocent age, published in Penguin Modern ClassicsGrowing up in a mining community in rural South Wales, Huw Morgan is taught many harsh lessons - at the kitchen table, at Chapel and around the pit-head. Looking back on the hardships of his early life, where difficult days are faced with courage but the valleys swell with the sound of Welsh voices, it becomes clear that there is nowhere so green as the landscape of his own memory. An immediate bestseller on publication in 1939, How Green Was My Valley quickly became one of the best-loved novels of the twentieth century. Poetic and nostalgic, it is an elegy to a lost world.Richard Dafydd Vivian Llewellyn Lloyd (1906-1983), better known by his pen name Richard Llewellyn, claimed to have been born in St David's, Pembrokeshire, Wales; after his death he was discovered to have been born of Welsh parents in Hendon, Middlesex. His famous first novel How Green Was My Valley (1939) was begun in St David's from a draft he had written in India, and was later adapted into an Oscar-winning film by director John Ford. None But the Lonely Heart, his second novel, was published in 1943, and subsequently made into a film starring Cary Grant and Ethel Barrymore. As well as novels including Green, Green My Valley Now (1975) and I Stand on a Quiet Shore (1982), Llewellyn wrote two highly successful plays, Poison Pen and NooseIf you enjoyed How Green Was My Valley, you might like Barry Hines' A Kestrel for a Knave, also available in Penguin Modern Classics.'Vivid, eloquent, poetical, glowing with an inner flame of emotion'The Times Literary Supplement","{classics, fiction, historicalfiction}"
0425098389,The Adventures of Sherlock Holmes,"Arthur Conan, Sir Doyle",1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425098389.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425098389.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425098389.01.LZZZZZZZ.jpg,"The Adventures of Sherlock Holmes is the series of short stories that made the fortunes of the Strand magazine, in which they were first published, and won immense popularity for Sherlock Holmes and Dr Watson. The detective is at the height of his powers and the volume is full of famous cases, including 'The Red-Headed League', 'The Blue Carbuncle', and 'The Speckled Band'. Although Holmes gained a reputation for infallibility, Conan Doyle showed his own realism and feminism by having the great detective defeated by Irene Adler - the woman - in the very first story, 'A Scandal in Bohemia'. The editor of this volume, Richard Lancelyn Green is editor of The Uncollected Sherlock Holmes and The Further Adventures of Sherlock Holmes. With John Michael Gibson, he compiled the Soho Series Bibliography of A. Conan Doyle.","{classics, mystery, fiction, crime}"
0385121687,The Stand,STEPHEN KING,1978,Doubleday,http://images.amazon.com/images/P/0385121687.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385121687.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385121687.01.LZZZZZZZ.jpg,This is the way the world ends: with a nanosecond of computer error in a Defense Department laboratory and a million casual contacts that form the links in a chain letter of death. And here is the bleak new world of the day after: a world stripped of its institutions and emptied of 99 percent of its people. A world in which a handful of panicky survivors choose sides -- or are chosen.,"{horror, fiction, fantasy, sciencefiction, thriller, classics}"
0553266608,Betty Crocker's Cookbook,Betty Crocker,1987,Bantam Books,http://images.amazon.com/images/P/0553266608.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553266608.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553266608.01.LZZZZZZZ.jpg,"The new and revised edition of Betty Crocker's Cookbook was developed especially for the new you. Easier than ever to use, it's organized just he way you plan your meals - with meats and main dishes first. It's packed with know-how, show-how and how-to. More than 1500 recipes, 299 full-color photographs, cooking hints, shopping tips, charts, line drawings.","{cookbooks, nonfiction, classics}"
1551662981,Caught,Rachel Lee,1997,Mira,http://images.amazon.com/images/P/1551662981.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551662981.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551662981.01.LZZZZZZZ.jpg,"17 year-old Haley McWaid is a good girl, the pride of her suburban New Jersey family, captain of the lacrosse team, headed off to college next year with all the hopes and dreams her doting parents can pin on her. Which is why, when her mother wakes one morning to find that Haley never came home the night before, and three months quickly pass without word from the girl, the community assumes the worst.Wendy Tynes is a reporter on a mission, to identify and bring down sexual predators via elaborate—and nationally televised—sting operations. Working with local police on her news program Caught in the Act, Wendy and her team have publicly shamed dozens of men by the time she encounters her latest target. Dan Mercer is a social worker known as a friend to troubled teens, but his story soon becomes more complicated than Wendy could have imagined.","{mystery, thriller, fiction, suspense, crime}"
0440212227,Second Chance,JONATHAN VALIN,1992,Dell,http://images.amazon.com/images/P/0440212227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212227.01.LZZZZZZZ.jpg,"Jane Green has become a nationally bestselling author with legions of fans through her novels about the true-life dilemmas of real women—their relationships, their careers, their loves, their triumphs and disappointments. In her latest book, Green tells the story of a group of people who haven’t seen each other since they were best friends at school. When one of them dies in a terrible tragedy, the reunited friends work through their grief together and find that each of their lives is impacted in ways they could have never foreseen. Warm, witty, and as wise as ever, this is a story of friendship, of family, and of life coming full circle.","{chicklit, fiction, romance, contemporary, books, youngadult}"
1565075331,A Woman After God's Own Heart,Elizabeth George,1997,Harvest House Publishers,http://images.amazon.com/images/P/1565075331.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565075331.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565075331.01.LZZZZZZZ.jpg,"A new cover and fresh updates enrich Elizabeth Georges bestselling A Woman After Gods Own Heart® (over 735,000 copies sold). This very popular selection for personal and group study is filled with rich advice, spiritual wisdom, and practical applications. With passion and personality, Elizabeth George shares how a woman can follow God and seek His heart in every area of her life her husband her children her home her walk with the Lord her ministryThere is peace and purpose for the woman who prepares her heart and mind to embrace Gods plan every day. This new look will complement the other bestselling Elizabeth George titles loved by millions of women.","{christian, nonfiction, spirituality, selfhelp}"
0380728850,The True Confessions of Charlotte Doyle,Avi,2004,HarperTrophy,http://images.amazon.com/images/P/0380728850.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380728850.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380728850.01.LZZZZZZZ.jpg,"An ocean voyage of unimaginable consequences... Not every thirteen-year-old girl is accused of murder, brought to trial, and found guilty. But I was just such a girl, and my story is worth relating even if it did happen years ago. Be warned, however: If strong ideas and action offend you, read no more. Find another companion to share your idle hours. For my part I intend to tell the truth as I lived it.","{historicalfiction, youngadult, fiction, classics}"
0590453165,King of the Wind: The Story of the Godolphin Arabian,Marguerite Henry,0,Scholastic Inc,http://images.amazon.com/images/P/0590453165.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590453165.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590453165.01.LZZZZZZZ.jpg,"He was named Sham for the sun, this golden red stallion born in the Sultan of Morocco's stone stables. Upon his heel was a small white spot, the symbol of speed. But on his chest was the symbol of misfortune. Although he was as swift as the desert winds, Sham's proud pedigree would be scorned all his life by cruel masters and owners.This is the classic story of Sham and his friend, the stable boy Agba. Their adventures take them from the sands of the Sahara to the royal courts of France and, finally, to the green pastures and stately homes of England. For Sham was the renowned Godolphin Arabian whose blood flows through the veins of almost every superior Thoroughbred. Sham's speed-like his story-has become legendary.","{fiction, historicalfiction, classics, youngadult}"
0590401661,Beauty and the Beast,Mary Pope Osborne,1991,Scholastic Paperbacks,http://images.amazon.com/images/P/0590401661.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590401661.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590401661.01.LZZZZZZZ.jpg,The complete retelling of favorite Disney movies in a true read-aloud style.,"{fiction, fantasy, classics, romance, youngadult, books}"
0765307006,The Codex,Douglas J. Preston,2003,Forge Books,http://images.amazon.com/images/P/0765307006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765307006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765307006.01.LZZZZZZZ.jpg,"Greetings from the dead, declares Maxwell Broadbent on the videotape he left behind after his mysterious disappearance. A notorious treasure hunter and tomb robber, Broadbent accumulated over a half a billion dollars' worth of priceless art, gems, and artifacts before vanishing---along with his entire collection---from his mansion in New Mexico.At first, robbery is suspected, but the truth proves far stranger: As a final challenge to his three sons, Broadbent has buried himself and his treasure somewhere in the world, hidden away like an ancient Egyptian pharaoh. If the sons wish to claim their fabulous inheritance, they must find their father's carefully concealed tomb.The race is on, but the three brothers are not the only ones competing for the treasure. This secret is so astounding it cannot be kept quiet for long. With half a billion dollars at stake, as well as an ancient Mayan codex that may hold a cure for cancer and other deadly diseases, others soon join the hunt---and some of them will stop at nothing to claim the grave goods.The bestselling coauthor of such page-turning thrillers as Relic and The Cabinet of Curiosities, Douglas Preston now spins an unforgettable tale of greed, adventure, and betrayal in The Codex.","{thriller, fiction, mystery, suspense, horror, sciencefiction}"
157962099x,A Week in Winter,Barth Landor,2004,Permanent Press (NY),http://images.amazon.com/images/P/157962099X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/157962099X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/157962099X.01.LZZZZZZZ.jpg,"Stoneybridge is a small town on the west coast of Ireland where all the families know one another. When Chicky Starr decides to take an old, decaying mansion set high on the cliffs overlooking the windswept Atlantic Ocean and turn it into a restful place for a holiday by the sea, everyone thinks she is crazy. Helped by Rigger (a bad boy turned good who is handy around the house) and Orla, her niece (a whiz at business), Chicky is finally ready to welcome the first guests to Stone House’s big warm kitchen, log fires, and understated elegant bedrooms. John, the American movie star, thinks he has arrived incognito; Winnie and Lillian are forced into taking a holiday together; Nicola and Henry, husband and wife, have been shaken by seeing too much death practicing medicine; Anders hates his father’s business, but has a real talent for music; Miss Nell Howe, a retired schoolteacher, criticizes everything and leaves a day early, much to everyone’s relief; the Walls are disappointed to have won this second-prize holiday in a contest where first prize was Paris; and Freda, the librarian, is afraid of her own psychic visions. Sharing a week with this unlikely cast of characters is pure joy, full of Maeve’s trademark warmth and humor. Once again, she embraces us with her grand storytelling. This is the last book that Maeve Binchy wrote before her sudden death. As are all her stories, it is her trademark warmth, humor and the kind of characters that will make her books live on. It is a privilege to be able to share this book with readers.","{fiction, romance, chicklit, contemporary}"
0330309773,"I, Elizabeth",Rosalind Miles,1994,Trans-Atlantic Publications,http://images.amazon.com/images/P/0330309773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0330309773.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0330309773.01.LZZZZZZZ.jpg,"A spellbinding novel about Elizabeth I from the internationally bestselling author of the Guenevere and Tristan and Isolde trilogies.  Publicly declared a bastard at the age of three, daughter of a disgraced and executed mother, last in the line of succession to the throne of England, Elizabeth I inherited an England ravaged by bloody religious conflict, at war with Spain and France, and badly in debt. When she died in 1603, after a forty-five year reign, her empire spanned two continents and was united under one church, victorious in war, and blessed with an overflowing treasury. What's more, her favorites--William Shakespeare, Sir Francis Drake, and Sir Walter Raleigh--had made  the Elizabethan era a cultural Golden Age still remembered today.  But for Elizabeth the woman, tragedy went hand in hand with triumph. Politics and scandal forced the passionate queen to reject her true love, Robert Dudley, and to execute his stepson, her much-adored Lord Essex. Now in this spellbinding novel, Rosalind Miles brings to life the woman behind the myth. By turns imperious, brilliant, calculating, vain, and witty, this is the Elizabeth the world never knew. From the days of her brutal father, Henry VIII, to her final dying moments, Elizabeth tells her story in her own words.","{historicalfiction, fiction, history, biography, romance, nonfiction}"
0743525868,Riding the Bullet,Stephen King,2002,Audioworks,http://images.amazon.com/images/P/0743525868.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743525868.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743525868.01.LZZZZZZZ.jpg,"A Stephen King ghost story in the grand tradition, Riding the Bullet is the ultimate warning about the dangers of hitchhiking.  A college student's mother is dying in a Maine hospital. When he hitches a ride to see her, the driver is not who he appears to be. Soon the journey veers off into a dark landscape that could only be drawn by Stephen King.2 Cassettes / 2 Hours","{horror, fiction, thriller, fantasy, paranormal, mystery, suspense, books}"
0805059962,Anne Frank : The Biography,Melissa Muller,1998,Metropolitan Books,http://images.amazon.com/images/P/0805059962.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805059962.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805059962.01.LZZZZZZZ.jpg,"Vollständig überarbeitete, um unbekanntes Material erweiterte Neuausgabe der maßgeblichen Biographie Anne Franks.Melissa Müllers fesselnde Biographie der Anne Frank erregte Ende der 1990er Jahre international großes Aufsehen. Zwei zuvor geheimgehaltene Tagebucheinträge Annes sowie Briefe und Aufzeichnungen nie zuvor befragter Zeitzeugen erweiterten das Bild der Familie Frank um wesentliche Facetten. Die Verfilmung des Buchs wurde 2001 mit dem Emmy-Award ausgezeichnet. In dieser überarbeiteten Neuausgabe kann Melissa Müller anhand neuester Forschungsergebnisse und nach Durchsicht erst kürzlich freigegebener Akten umfassender untersuchen, wer zum Netzwerk der Mitwisser gehörte und die Untergetauchten verraten haben könnte; bisher noch nie publizierte Fotos ergänzen das Bild.Eine gründlich recherchierte und packende Biographie Der SpiegelEine erzählerisch starke und souveräne Verknüpfung biographischer und historischer Details The Times","{biography, history, nonfiction, classics, memoir, youngadult, fiction, crime, books}"
0375404120,Glamorama,Bret Easton Ellis,1999,Random House Inc,http://images.amazon.com/images/P/0375404120.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375404120.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375404120.01.LZZZZZZZ.jpg,"The author of American Psycho and Less Than Zero continues to shock and haunt us with his incisive and brilliant dissection of the modern world.In his most ambitious and gripping book yet, Bret Easton Ellis takes our celebrity obsessed culture and increases the volume exponentially. Set in 90s Manhattan, Victor Ward, a model with perfect abs and all the right friends, is seen and photographed everywhere, even in places he hasn't been and with people he doesn't know. He's living with one beautiful model and having an affair with another onthe eve of opening the trendiest nightclub in New York City history.And now it's time to move to the next stage. But the future he gets is not the one he had in mind. With the same deft satire and savage wit he has brought to his other fiction, Bret Ellis gets beyond the facade and introduces us, unsparingly, to what we always feared was behind it. Glamorama shows us a shadowy looking-glass reality, the juncture where fame and fashion and terror and mayhem meet and then begin to resemble the familiar surface of our lives.","{fiction, contemporary, thriller, horror, mystery}"
0812517784,Nightfall,John Farris,1987,Tor Books (Mm),http://images.amazon.com/images/P/0812517784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812517784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812517784.01.LZZZZZZZ.jpg,"Imagine living on a planet with six suns that never experiences Darkness. Imagine never having seen the Stars. Then, one by one your suns start to set, gradually leading you into Darkness for the first time ever. Image the terror of such a Nightfall.Scientists on the planet Kalgash discover that an eclipse - an event that occurs only every 2049 years - is imminent, and that a society unfamiliar with Darkness will be plunged into madness and chaos. They realize that their civilization will end, for the people of Kalgash have a proven fear of Darkness, but they are unable to predict the insanity and destruction that will accompany the awesome splendor of Nightfall.","{sciencefiction, fiction, fantasy, classics}"
0684815001,The Cost of Discipleship,Dietrich Bonhoeffer,1995,Touchstone,http://images.amazon.com/images/P/0684815001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684815001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684815001.01.LZZZZZZZ.jpg,"One of the most important theologians of the twentieth century illuminates the relationship between ourselves and the teachings of Jesus in this classic text on ethics, humanism, and civic duty.What can the call to discipleship, the adherence to the word of Jesus, mean today to the businessman, the soldier, the laborer, or the aristocrat? What did Jesus mean to say to us? What is his will for us today? Drawing on the Sermon on the Mount, Dietrich Bonhoeffer answers these timeless questions by providing a seminal reading of the dichotomy between cheap grace and costly grace. Cheap grace, Bonhoeffer wrote, is the grace we bestow on ourselves...grace without discipleship....Costly grace is the gospel which must be sought again and again, the girl which must be asked for, the door at which a man must know....It is costly because it costs a man his life, and it is grace because it gives a man the only true life.The Cost of Discipleship is a compelling statement of the demands of sacrifice and ethical consistency from a man whose life and thought were exemplary articulations of a new type of leadership inspired by the Gospel, and imbued with the spirit of Christian humanism and a creative sense of civic duty.","{christian, religion, nonfiction, spirituality, classics}"
0802151825,Tropic of Capricorn,Henry Miller,1987,Grove Press,http://images.amazon.com/images/P/0802151825.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802151825.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802151825.01.LZZZZZZZ.jpg,"Banned in America for almost thirty years because of its explicit sexual content, this companion volume to Miller's Tropic of Cancer chronicles his life in 1920s New York City. Famous for its frank portrayal of life in Brooklyn's ethnic neighborhoods, and Miller's outrageous sexual exploits, Tropic of Capricorn is now considered a cornerstone of modern literature.
","{fiction, classics, thriller, suspense, mystery}"
0440132789,Evergreen,Belva Plain,1987,Dell,http://images.amazon.com/images/P/0440132789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440132789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440132789.01.LZZZZZZZ.jpg,"Born into poverty and fear, Anna is desperate to leave her native Poland. Determined to make something of herself, Anna moves into a cramped New York slum and finds a job in a sweatshop. When two very different men fall in love with her, Anna is destined to be forever torn in love and loyalty.","{historicalfiction, fiction, romance, chicklit}"
0375708448,Revolutionary Road,Richard Yates,2000,Vintage Books USA,http://images.amazon.com/images/P/0375708448.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375708448.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375708448.01.LZZZZZZZ.jpg,"In the hopeful 1950s, Frank and April Wheeler appear to be a model American couple: bright, beautiful, talented, with two young children and a starter home in the suburbs. Perhaps they married too young and started a family too early. Maybe Frank's job is dull. And April never saw herself as a housewife. Yet they have always lived on the assumption that greatness is only just around the corner. But now that certainty is now about to crumble. With heartbreaking compassion and remorseless clarity, Richard Yates shows how Frank and April mortgage their spiritual birthright, betraying not only each other, but their best selves.","{fiction, classics, historicalfiction, contemporary}"
0140249990,The Basketball Diaries,Jim Carroll,1995,Penguin Books,http://images.amazon.com/images/P/0140249990.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140249990.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140249990.01.LZZZZZZZ.jpg,"The urban classic coming-of-age story about sex, drugs, and basketball. Jim Carroll grew up to become a renowned poet and punk rocker. But in this memoir of the mid-1960's, set during his coming-of-age from 12 to 15, he was a rebellious teenager making a place and a name for himself on the unforgiving streets of New York City. During these years, he chronicled his experiences, and the result is a diary of unparalleled candor that conveys his alternately hilarious and terrifying teenage existence. Here is Carroll prowling New York City--playing basketball, hustling, stealing, getting high, getting hooked, and searching for something pure. I met him in 1970, and already he was pretty much universally recognized as the best poet of his generation. . . . The work was sophisticated and elegant. He had beauty. -- Patti Smith","{nonfiction, memoir, biography, thriller, suspense, mystery}"
0440226686,Blood and Chocolate,ANNETTE CURTIS KLAUSE,1999,Laurel Leaf,http://images.amazon.com/images/P/0440226686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440226686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440226686.01.LZZZZZZZ.jpg,"Vivian Gandillon relishes the change, the sweet, fierce ache that carries her from girl to wolf. At sixteen, she is beautiful and strong, and all the young wolves are on her tail. But Vivian still grieves for her dead father; her pack remains leaderless and in disarray, and she feels lost in the suburbs of Maryland. She longs for a normal life. But what is normal for a werewolf?Then Vivian falls in love with a human, a meat-boy. Aiden is kind and gentle, a welcome relief from the squabbling pack. He’s fascinated by magic, and Vivian longs to reveal herself to him. Surely he would understand her and delight in the wonder of her dual nature, not fear her as an ordinary human would.Vivian’s divided loyalties are strained further when a brutal murder threatens to expose the pack. Moving between two worlds, she does not seem to belong in either. What is she really—human or beast? Which tastes sweeter—blood or chocolate?","{youngadult, fantasy, romance, paranormal, fiction}"
0060809876,Black Boy,Richard Wright,1989,HarperCollins Publishers,http://images.amazon.com/images/P/0060809876.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060809876.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060809876.01.LZZZZZZZ.jpg,"Black Boy is a classic of American autobiography, a subtly crafted narrative of Richard Wright's journey from innocence to experience in the Jim Crow South. An enduring story of one young man's coming of age during a particular time and place, Black Boy remains a seminal text in our history about what it means to be a man, black, and Southern in America.","{classics, nonfiction, memoir, biography, history}"
0140430318,Martin Chuzzlewit,Charles Dickens,1986,Penguin Books,http://images.amazon.com/images/P/0140430318.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140430318.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140430318.01.LZZZZZZZ.jpg,"While writing Martin Chuzzlewit - his sixth novel - Dickens declared it 'immeasurably the best of my stories.' He was already famous as the author of The Pickwick Papers and Oliver Twist. Set partly in America, which Dickens had visited in 1842, the novel includes a searing satire on the United States. Martin Chuzzlewit is the story of two Chuzzlewits, Martin and Jonas, who have inherited the characteristic Chuzzlewit selfishness. It contrasts their diverse fates of moral redemption and worldly success for one, with increasingly desperate crime for the other. This powerful black comedy involves hypocrisy, greed and blackmail, as well as the most famous of Dickens's grotesques, Mrs Gamp.","{classics, fiction, historicalfiction}"
